claim_number,contract_id,adjuster,site_name,department,brings_to_closure,consultant,contract_start,contract_end,contract_category,bid_approval_date,bid_type,contract_type,base_price,amendments_total,paid_to_date,notes,contract_year,total_contract_value,is_bid_to_result,is_scope_of_work,auction_type,brings_to_closure_flag
20120086,20120086001,"Ferro,James",Kwik Fill M018,Kwik Fill M018,No,"Mountain Research LLC,",2012-04-22,2018-05-04,Sole Source,NA,NA,Fixed Price,530454.4,0,507811.6,NA,2012,530454.4,FALSE,FALSE,Other/Unknown,FALSE
20120109,20120109001,"Bollana,Debra",Kwik Fill M 26,Kwik Fill M 26,Yes,"Groundwater & Environmental Services, Inc.,",2015-04-21,2022-04-04,Competitively Bid,NA,Bid to Result,Fixed Price,135178.88,33520.63,107449.37,"7/10/14 Draft RFB reviewed

4/6/2022 11:58:48 AM (dbollana) Mutually terminated based on new condition.",2015,168699.51,TRUE,FALSE,Bid-to-Result,TRUE
20120125,20120125001,"Headdings,Kyle",DD Garage,DD Garage,Yes,"Juniata Geosciences LLC,",2016-04-22,2023-12-26,Competitively Bid,2015-04-01,Bid to Result,Fixed Price,210699.87,56363.92,262801.24,Final invoice processed  12/26/2023 01:30:37 PM (dbollana),2016,267063.79,TRUE,FALSE,Bid-to-Result,TRUE
20120155,20120155001,"Marion,Shane",Broad & Diamond BP,Broad & Diamond BP,No,"EnviroTrac, LTD,",2015-12-10,2020-11-03,Competitively Bid,2015-01-14,Defined Scope of Work,Fixed Price,135535,0,88348.34,Final invoice processed  11/3/2020 01:29:57 PM (dbollana),2015,135535,FALSE,TRUE,Scope of Work,FALSE
20120156,20120156002,"Mackewicz,Bonnie","Fuel-On, former Uni Mart 04009",Uni Mart 04009,Yes,"DMS Environmental Services LLC,",2020-11-09,NA,Competitively Bid,2018-08-15,Bid to Result,Fixed Price,232846.38,0,201235.21,Draft RFB and RA complete  12/13/2018 01:59:12 PM (dbollana),2020,232846.38,TRUE,FALSE,Bid-to-Result,TRUE
20120165,20120165001,"Bollana,Debra",Port Carbon Svc Sta,Port Carbon Svc Sta,No,"Liberty Environmental, Inc.,",2014-08-29,2016-04-20,Competitively Bid,2013-12-10,Defined Scope of Work,Fixed Price,50075.22,17263.92,64982.52,NA,2014,67339.14,FALSE,TRUE,Scope of Work,FALSE
20130002,20130002001,"Marion,Shane",Blairs Auto,Blairs Auto,No,"Converse Consultants,",2019-04-11,2021-09-23,Competitively Bid,2017-12-06,Defined Scope of Work,Fixed Price,67178.85,0,64161.85,final invoice authorized for payment  9/23/2021 02:39:19 PM (dbollana),2019,67178.85,FALSE,TRUE,Scope of Work,FALSE
20130009,20130009001,"Marion,Shane",Lat Convenience,Lat Convenience,Yes,"MEA, Inc.,",2016-02-22,2019-12-06,Sole Source,NA,NA,Fixed Price,216480.84,0,207292.36,"Final invoice processed 12/6/2019 11:07:18 AM (dbollana)


draft RA reviewed 1/7/2016 09:48:54 AM (dcassel)",2016,216480.84,FALSE,FALSE,Other/Unknown,TRUE
20130026,20130026001,"Headdings,Kyle",Main Street Convenience,Main Street Convenience,Yes,"MEA, Inc.,",2017-08-09,2022-09-13,Sole Source,NA,NA,Fixed Price,341728.16,0,331400.84,Final contract invoice processed  9/13/2022 08:48:38 AM (dbollana),2017,341728.16,FALSE,FALSE,Other/Unknown,TRUE
20130027,20130027001,"Kern,Beth",CF Mart 3022,CF Mart 3022,Yes,"MEA, Inc.,",2017-06-22,2021-03-05,Sole Source,NA,NA,Fixed Price,86278.99,0,42527.99,"Final milestone payment processed.  Contract closed.3/5/2021 09:11:54 AM (dbollana)

This contract was started under claim 20050037 until claim limit was met.  Remainder being paid under claim 20130027.  6/17/2019 01:44:52 PM (dbollana)",2017,86278.99,FALSE,FALSE,Other/Unknown,TRUE
20130035,20130035001,"Bollana,Debra",Kwik Fill M 61,Kwik Fill M 61,Yes,"Groundwater & Environmental Services, Inc.,",2018-01-17,2022-08-16,Competitively Bid,2016-11-22,Bid to Result,Fixed Price,271683.4,123383.4,243613.34,"Final contract invoice processes; contract mutually terminated

8/16/2022 09:06:19 AM (dbollana)",2018,395066.80000000005,TRUE,FALSE,Bid-to-Result,TRUE
20130036,20130036001,"Headdings,Kyle",Former Ebs Country Market,Ebs Country Market,No,"Letterle & Associates Inc,",2019-09-26,2019-11-22,Sole Source,NA,NA,Fixed Price,583383.42,0,480712.09,"Milestones complete and invoices processed  11/20/2019 03:30:36 PM (dbollana)

Claim will likely reach aggregate limit.  Contract is limited to excavation.  9/18/2019 09:56:15 AM (dbollana)",2019,583383.42,FALSE,FALSE,Other/Unknown,FALSE
20130047,20130047001,"Smith,Bethany",Etters Roxbury Store formerly Varners Country Store,Etters Roxbury Store,No,"DNF Enterprises,",2015-06-17,2015-09-15,Competitively Bid,2014-08-08,Defined Scope of Work,Fixed Price,45426.5,0,0,"Agreement was mutually terminated prior to completion of any work.  10/12/2015 11:48:36 AM (dcassel)

Converse was the other bid determined to be acceptable and executed an agreement on 10/28/15  10/29/2015 02:22:37 PM (dcassel)",2015,45426.5,FALSE,TRUE,Scope of Work,FALSE
20130047,20130047002,"Smith,Bethany",Etters Roxbury Store formerly Varners Country Store,Etters Roxbury Store,No,"Converse Consultants,",2015-10-28,2018-02-26,Competitively Bid,NA,NA,Fixed Price,54863,0,54863,Final milestone invoice processed/contract complete.  2/26/2018 08:27:52 AM (dcassel),2015,54863,FALSE,FALSE,Other/Unknown,FALSE
20130066,20130066001,"Headdings,Kyle",Lamagna Cheese,Lamagna Cheese,Yes,"Core Environmental Services, Inc.,",2018-04-19,NA,Competitively Bid,2014-07-31,Bid to Result,Fixed Price,96216.27,4000,79285.82,"Draft RFB reviewed  5/15/2017 02:04:28 PM (dcassel)


Draft RFB expected completion date 3/17/17.  2/27/2017 09:01:23 AM (dcassel)


8/10/2016 04:47:23 PM (invadmin) The claimant has recently agreed to a SSS for soil and a SHS for groundwater for the site.  Now that the decision has been made we are able to move forward with the RFB.  Groundwater Sciences have been contacted and will start putting a bid package together.",2018,100216.27,TRUE,FALSE,Bid-to-Result,TRUE
20130093,20130093001,"Headdings,Kyle",Aberdeen Sunoco,Aberdeen Sunoco,Yes,"Monridge Environmental, LLC DBA JK Environmental Services, LLC,",2015-09-01,2021-12-13,Sole Source,NA,NA,Fixed Price,461136.53,19070,436671.79,Contract terminated due to new condition/need for continued remediation  12/14/2021 11:59:17 AM (dbollana),2015,480206.53,FALSE,FALSE,Other/Unknown,TRUE
20130106,20130106001,"Mackewicz,Bonnie",Aman Convenience,Ferrettis Svc Sta,Yes,"MEA, Inc.,",2016-11-02,2023-03-22,Sole Source,NA,NA,Fixed Price,209542.11,0,184550.13,Final milestone invoice processed and contract closed 3/22/2023 12:30:42 PM (dbollana),2016,209542.11,FALSE,FALSE,Other/Unknown,TRUE
20130151,20130151001,"Marion,Shane",North Memorial Hwy Retail Assoc,North Memorial Hwy Retail Assoc,Yes,"MEA, Inc.,",2016-03-15,2022-08-26,Competitively Bid,2014-05-09,Bid to Result,Fixed Price,294624.9,0,273182.33,NA,2016,294624.9,TRUE,FALSE,Bid-to-Result,TRUE
20130161,20130161001,"Marion,Shane",Newtown Square Amoco,Newtown Square Amoco,Yes,"Alpha Geological Services Inc.,",2019-04-30,NA,Competitively Bid,2017-12-21,Bid to Result,Fixed Price,300513.48,-5.45696821063757e-12,283180.28,NA,2019,300513.48,TRUE,FALSE,Bid-to-Result,TRUE
20130168,20130168001,"Marion,Shane",St Clair Texaco,St Clair Texaco,Yes,"Letterle & Associates Inc,",2015-09-26,2018-09-11,Sole Source,NA,NA,Fixed Price,60293.59,8362,68655.59,9/12/2018 08:59:49 AM (invadmin) Final Milestone was paid pkg bc (cw),2015,68655.59,FALSE,FALSE,Other/Unknown,TRUE
20130180,20130180001,"Melvin, CPCU,Linda M.",CF Mart 3025,CF Mart 3025,Yes,"MEA, Inc.,",2017-09-21,2018-05-11,Sole Source,NA,NA,Fixed Price,208335.11,0,5557.11,"New release; RA mutually terminated
5/15/2018 03:57:06 PM (dcassel)",2017,208335.11,FALSE,FALSE,Other/Unknown,TRUE
20130180,20130180002,"Melvin, CPCU,Linda M.",CF Mart 3025,CF Mart 3025,Yes,"MEA, Inc.,",2020-11-16,NA,Sole Source,NA,NA,Fixed Price,218830.38,0,203710.38,NA,2020,218830.38,FALSE,FALSE,Other/Unknown,TRUE
20130185,20130185001,"Smith,Bethany",Food Shop I,Food Shop 1,No,"Mountain Research LLC,",2016-12-29,2020-04-10,Sole Source,NA,NA,Fixed Price,427209.9,0,405461.91,all base milestones complete  4/10/2020 10:39:03 AM (dbollana),2016,427209.9,FALSE,FALSE,Other/Unknown,FALSE
20140029,20140029001,"Goodyear,Jennifer",Dingmans Fuel Transfer,Dingmans Fuel Transf,Yes,"MEA, Inc.,",2015-12-28,2020-01-03,Sole Source,NA,NA,Fixed Price,174089.05,0,161763.45,"MEA preparing proposal and draft RA  9/9/2015 10:17:11 AM (dcassel)

Final Milestone invoice processed  1/3/2020 12:21:43 PM (dbollana)",2015,174089.05,FALSE,FALSE,Other/Unknown,TRUE
20140036,20140036001,"Marion,Shane",Valley Village,Red Paprika Foods,Yes,"Letterle & Associates Inc,",2019-06-05,NA,Competitively Bid,2018-05-03,Bid to Result,Fixed Price,376544.49,69024.48,436058.87,NA,2019,445568.97,TRUE,FALSE,Bid-to-Result,TRUE
20140084,20140084001,"Melvin, CPCU,Linda M.",Vamco Fuel Route 6 & 11,Vamco Fuel Route 6 & 11,Yes,"Labella Associates DPC Labella Associates PC,",2019-06-03,NA,Sole Source,NA,NA,Fixed Price,402676.89,32435,385958.22,opened based on LM email update to DEP and Claimant dated 12/29/17  1/3/2018 07:02:13 AM (dcassel),2019,435111.89,FALSE,FALSE,Other/Unknown,TRUE
20140112,20140112001,"Marion,Shane",Gas Snacks & More,Gas Snacks & More,Yes,"Cribbs & Associates, Inc.,",2021-03-24,2021-07-09,Sole Source,NA,NA,Fixed Price,164703,0,0,Mutually terminated due to change in remedial system  7/14/2021 09:26:00 AM (dbollana),2021,164703,FALSE,FALSE,Other/Unknown,TRUE
20140112,20140112002,"Marion,Shane",Gas Snacks & More,Gas Snacks & More,Yes,"Cribbs & Associates, Inc.,",2021-07-12,2023-04-04,Sole Source,NA,NA,Fixed Price,186550.95,0,146741.36,Mutually terminated due to New Condition (DEP requirements) 4/6/2023 09:53:40 AM (dbollana),2021,186550.95,FALSE,FALSE,Other/Unknown,TRUE
20140113,20140113002,"Ferro,James",Estes Express,Estes Express,Yes,"Compliance Environmental Services,",2017-09-29,2019-10-01,Sole Source,NA,NA,Fixed Price,56625,0,45163,"RA drafted  6/20/2017 02:22:10 PM (dcassel)

claim closed  1/2/2020 02:09:50 PM (dbollana)",2017,56625,FALSE,FALSE,Other/Unknown,TRUE
20140116,20140116001,"Marion,Shane",Point Store,Point Store,Yes,"Mountain Research LLC,",2019-11-01,NA,Competitively Bid,2017-07-31,Bid to Result,Fixed Price,297119,0,252541.25,NA,2019,297119,TRUE,FALSE,Bid-to-Result,TRUE
20140120,20140120001,"Bollana,Debra",Market Conve Inc,Market Conve Inc,Yes,"MEA, Inc.,",2017-06-28,2023-05-18,Sole Source,NA,NA,Fixed Price,241705.17,0,214412.33,"Final Invoice Processed/Contract Closed

5/18/2023 08:24:22 AM (dbollana)",2017,241705.17,FALSE,FALSE,Other/Unknown,TRUE
20140132,20140132001,"Aubel,Tracy",Chucks Stop,Chucks Stop,No,"DMS Environmental Services LLC,",2018-07-10,2019-10-01,Competitively Bid,2016-02-24,Defined Scope of Work,Fixed Price,42470,0,42470,"Final invoice processed  10/1/2019 02:48:44 PM (dbollana)

Claimant approved draft RFB; in process of being finalized 6/22/2017 02:25:21 PM (dcassel)

RFB drafted and sent to claimant; claimant cannot pay deductible; comp bid on hold 5/15/2017 02:38:04 PM (dcassel)

9/22/2016 11:57:46 AM (invadmin) RFB is for Site Characterization tasks only.",2018,42470,FALSE,TRUE,Scope of Work,FALSE
20140163,20140163001,"Bollana,Debra",Cooks Country Store,Cooks Country Store,Yes,"Mountain Research LLC,",2017-05-12,2022-08-09,Competitively Bid,2016-03-18,Bid to Result,Fixed Price,310414.33,0,27291.97,Mutually terminated due to new conditions  9/16/2022 01:12:01 PM (dbollana),2017,310414.33,TRUE,FALSE,Bid-to-Result,TRUE
20140170,20140170001,"Mackewicz,Bonnie",Russell City Store,Russell City Store,No,"DMS Environmental Services LLC,",2021-09-23,2023-08-03,Competitively Bid,2020-01-31,Defined Scope of Work,Fixed Price,106996.4,0,107346.4,"8/3/2023 04:16:52 PM (dbollana) 

Final inv processed, contract closed",2021,106996.4,FALSE,TRUE,Scope of Work,FALSE
20150004,20150004001,"Bollana,Debra",Kwik Fill M 90,Kwik Fill M 90,Yes,"Letterle & Associates Inc,",2018-01-11,2022-06-22,Competitively Bid,2016-12-02,Bid to Result,Fixed Price,301635.73,182003.3,383034.76,6/22/2022 10:10:59 AM (dbollana) Final milestone invoice processed,2018,483639.02999999997,TRUE,FALSE,Bid-to-Result,TRUE
20150045,20150045001,"Smith,Bethany",Brodheadsville Sunoco,2023 Verma,Yes,"MEA, Inc.,",2018-06-08,2023-06-13,Sole Source,NA,NA,Fixed Price,348416.63,0,348416.63,Final invoice processed   6/13/2023 01:54:56 PM (dbollana),2018,348416.63,FALSE,FALSE,Other/Unknown,TRUE
20150054,20150054001,"Bollana,Debra",Kwik Fill M0209,Kwik Fill M0209,No,"Mountain Research LLC,",2018-04-02,2022-02-01,Competitively Bid,2016-11-22,Defined Scope of Work,Fixed Price,264686.1,0,259726.1,NA,2018,264686.1,FALSE,TRUE,Scope of Work,FALSE
20150077,20150077002,"Mackewicz,Bonnie",Robert Packer Hosp Dept 832,Robert Packer Hosp Dept 832,Yes,"United Environmental Services, Inc.,",2021-10-06,2024-03-11,Sole Source,NA,NA,Fixed Price,71105.79,0,71105.79,Final inv processed  3/11/2024 10:46:18 AM (dbollana),2021,71105.79,FALSE,FALSE,Other/Unknown,TRUE
20150109,20150109001,"Marion,Shane",Catanese Bros,Catanese Bros,Yes,"Core Environmental Services, Inc.,",2020-07-28,NA,Competitively Bid,2017-03-27,Bid to Result,Fixed Price,726246.81,85167.43,712292.79,NA,2020,811414.24,TRUE,FALSE,Bid-to-Result,TRUE
20150116,20150116001,"Bollana,Debra",Vennards Crossroads Convenience,Vennards Crossroads Convenience,Yes,"Cribbs & Associates, Inc.,",2019-11-26,2025-06-05,Competitively Bid,2017-02-14,Bid to Result,Fixed Price,959961.48,-7009,792753.13,Final contract invoices processed. Contract closed.  6/5/2025 02:46:47 PM (dbollana),2019,952952.48,TRUE,FALSE,Bid-to-Result,TRUE
20150120,20150120001,"Mackewicz,Bonnie",Seneca Mini Mart,Seneca Mini Mart,Yes,"In-Site Group, Inc.,",2019-09-05,NA,Competitively Bid,2018-08-27,Bid to Result,Fixed Price,374501.9,40832.29,319300.59,NA,2019,415334.19,TRUE,FALSE,Bid-to-Result,TRUE
20150121,20150121001,"Aubel,Tracy",John F. Martin & Sons,John F Martin & Sons,No,"DMS Environmental Services LLC,",2017-04-11,2018-02-05,Competitively Bid,2016-06-17,Defined Scope of Work,Fixed Price,34111.75,0,34111.75,"Per direction from T Condran, the contract is complete  2/5/2018 03:20:59 PM (dcassel)",2017,34111.75,FALSE,TRUE,Scope of Work,FALSE
20150126,20150126001,"Melvin, CPCU,Linda M.",Pump N Pantry 001,Pump N Pantry 001,Yes,"Labella Associates DPC Labella Associates PC,",2019-10-07,NA,Competitively Bid,2019-03-28,Defined Scope of Work,Fixed Price,580405.57,0,526805.57,NA,2019,580405.57,FALSE,TRUE,Scope of Work,TRUE
20150142,20150142002,"Mackewicz,Bonnie",Weisers Service,Weisers Svc,Yes,"Mountain Research LLC,",2023-01-16,NA,Competitively Bid,2021-09-02,Bid to Result,Fixed Price,614623.74,0,114221.6,NA,2023,614623.74,TRUE,FALSE,Bid-to-Result,TRUE
20160008,20160008001,"Marion,Shane",Shenango Twp Municipal Building,Shenango Twp Muni Bldg,Yes,"Mountain Research LLC,",2020-04-06,NA,Competitively Bid,2018-12-03,Bid to Result,Fixed Price,541106.45,32976.93,405512.96,NA,2020,574083.38,TRUE,FALSE,Bid-to-Result,TRUE
20160011,20160011001,"Bollana,Debra",L & L Service Center,L & L Svc Ctr,No,"Mountain Research LLC,",2016-04-26,2020-03-17,Competitively Bid,NA,Defined Scope of Work,Fixed Price,339566.99,0,334609.49,Comp Bid completed under claim 20010107 - please see that claim for all bid detail.  Claim agg reached under claim 20010107 and contract moved to claim 20160011.  Only those milestones remaining in the contract are included in this contract job in order to not duplicate contract amounts/payments for reporting.  10/7/2016 10:24:20 AM (dcassel),2016,339566.99,FALSE,TRUE,Scope of Work,FALSE
20160136,20160136001,"Marion,Shane",Quinns Cafe Stop,Quinns Cafe Shop,Yes,"MEA, Inc.,",2021-03-12,NA,Competitively Bid,2017-05-09,Defined Scope of Work,Fixed Price,396952.64,0,330911.54,NA,2021,396952.64,FALSE,TRUE,Scope of Work,TRUE
20160163,20160163001,"Marion,Shane",Blue Bell Sunoco,Blue Bell Sunoco,No,"MEA, Inc.,",2019-05-15,2022-04-06,Competitively Bid,2018-06-21,Defined Scope of Work,Fixed Price,85485.18,0,84733.23,4/6/2022 03:30:29 PM (dbollana) Final invoice processed,2019,85485.18,FALSE,TRUE,Scope of Work,FALSE
20170012,20170012001,"Smith,Bethany",Radhe Oil,Radhe Oil,Yes,"Core Environmental Services, Inc.,",2020-02-11,2023-08-08,Competitively Bid,2017-08-22,Bid to Result,Fixed Price,250696.11,0,62639.22,Mutually terminated due to new conditions. 8/9/2023 08:28:02 AM (dbollana),2020,250696.11,TRUE,FALSE,Bid-to-Result,TRUE
20170012,20170012002,"Smith,Bethany",Radhe Oil,Radhe Oil,Yes,"Core Environmental Services, Inc.,",2023-08-09,NA,Sole Source,NA,NA,Fixed Price,240290.55,0,223775.55,NA,2023,240290.55,FALSE,FALSE,Other/Unknown,TRUE
20170043,20170043001,"Smith,Bethany",Worthington Sunoco,Worthington Sunoco,Yes,"Core Environmental Services, Inc.,",2020-08-27,2024-03-21,Competitively Bid,2019-07-22,Defined Scope of Work,Fixed Price,58489.6,0,44779.15,Mutually terminated via letter dated 3/15/24  3/21/2024 03:07:10 PM (dbollana),2020,58489.6,FALSE,TRUE,Scope of Work,TRUE
20170130,20170130001,"Smith,Bethany",101 E Hunting Park Ave Shell,101 E Hunting Park Ave Shell,No,"Labella Associates DPC Labella Associates PC,",2021-03-03,2023-12-12,Competitively Bid,2019-07-23,Defined Scope of Work,Fixed Price,37562.64,0,37701.29,Final invoice processed  12/12/2023 03:30:06 PM (dbollana),2021,37562.64,FALSE,TRUE,Scope of Work,FALSE
20170136,20170136002,"Smith,Bethany",Bowman Creek Svc Ctr,Bowman Creek Service Center,Yes,"MEA, Inc.,",2023-10-12,NA,Sole Source,NA,NA,Fixed Price,242622.04,72449.88,192957.21,NA,2023,315071.92000000004,FALSE,FALSE,Other/Unknown,TRUE
20170178,20170178001,"Aubel,Tracy",Woodland Food & Fuel,Woodland Food & Fuel,No,"Mountain Research LLC,",2019-12-04,2020-12-23,Competitively Bid,2018-12-12,Defined Scope of Work,Fixed Price,71474.78,0,71242.04,final invoices processed  12/23/2020 11:02:36 AM (dbollana),2019,71474.78,FALSE,TRUE,Scope of Work,FALSE
20180066,20180066001,"Smith,Bethany",Als Quick Stop 9,Als Quick Stop 9,Yes,"Labella Associates DPC Labella Associates PC,",2022-08-24,NA,Sole Source,NA,NA,Fixed Price,439642.15,13074,342182.9,NA,2022,452716.15,FALSE,FALSE,Other/Unknown,TRUE
20180142,20180142001,"Headdings,Kyle",Finch Petro,Finch Petro,No,"Mountain Research LLC,",2022-11-03,NA,Competitively Bid,2021-06-17,Defined Scope of Work,Fixed Price,151686.69,0,92787.06,NA,2022,151686.69,FALSE,TRUE,Scope of Work,FALSE
20180151,20180151001,"Marion,Shane",East Penn Tire & Battery,East Penn Tire & Battery,No,"Mountain Research LLC,",2021-06-16,NA,Competitively Bid,2019-06-10,Defined Scope of Work,Fixed Price,264246.76,0,239575.93,NA,2021,264246.76,FALSE,TRUE,Scope of Work,FALSE
20180182,20180182002,"Aubel,Tracy",Cogos 798,Cogos 798,Yes,"Letterle & Associates Inc,",2023-07-13,NA,Sole Source,NA,NA,Fixed Price,896719.649999999,0,534392.13,NA,2023,896719.649999999,FALSE,FALSE,Other/Unknown,TRUE
20190009,20190009001,"Marion,Shane",Fueland 228,Fueland 228,Yes,"Letterle & Associates Inc,",2022-09-27,NA,Sole Source,NA,NA,Fixed Price,600036.81,0,450361.4,NA,2022,600036.81,FALSE,FALSE,Other/Unknown,TRUE
20190039,20190039001,"Bollana,Debra",Park Station,Park Station,No,"ATC Group Services LLC,",2021-07-15,2022-04-27,Competitively Bid,2020-09-04,Defined Scope of Work,Fixed Price,103692.7,0,103466.15,"Final invoice processed, contract closed  4/27/2022 04:38:31 PM (dbollana)",2021,103692.7,FALSE,TRUE,Scope of Work,FALSE
20190039,20190039002,"Bollana,Debra",Park Station,Park Station,Yes,"Atlas Technical Consultants LLC,",2024-05-03,NA,Sole Source,NA,NA,Fixed Price,1004006.51,0,609211.51,NA,2024,1004006.51,FALSE,FALSE,Other/Unknown,TRUE
20190138,20190138001,"Melvin, CPCU,Linda M.",Pocono Gas Sta,Pocono Gas Sta,Yes,"MEA, Inc.,",2021-04-12,2024-04-24,Sole Source,NA,NA,Fixed Price,269812.41,0,231903.74,NA,2021,269812.41,FALSE,FALSE,Other/Unknown,TRUE
20190149,20190149002,"Mackewicz,Bonnie",Buricks Svc Sta,Buricks Svc Sta,Yes,"MEA, Inc.,",2022-10-21,NA,Sole Source,NA,NA,Fixed Price,351166.84,0,283373.52,NA,2022,351166.84,FALSE,FALSE,Other/Unknown,TRUE
20190179,20190179001,"Smith,Bethany",CA Schuler & Sons,CA Schuler & Sons,Yes,"MEA, Inc.,",2023-02-07,NA,Sole Source,NA,NA,Fixed Price,281057.75,0,211017.61,NA,2023,281057.75,FALSE,FALSE,Other/Unknown,TRUE
20190191,20190191001,"Aubel,Tracy",Shakshi,Shakshi,No,"Mountain Research LLC,",2023-04-04,NA,Competitively Bid,2021-07-07,Defined Scope of Work,Fixed Price,90375.04,0,83163.04,5/4/2022 03:35:12 PM (dbollana) GSC requested RFB template,2023,90375.04,FALSE,TRUE,Scope of Work,FALSE
20200014,20200014001,"Smith,Bethany",Sohails Store,Sohails Store,No,"MEA, Inc.,",2022-06-02,2024-04-17,Competitively Bid,2021-09-02,Defined Scope of Work,Fixed Price,103386.73,0,91191.73,NA,2022,103386.73,FALSE,TRUE,Scope of Work,FALSE
