attributes_objectid,attributes_facility_id,attributes_facility_name,attributes_facility_address1,attributes_facility_address2,attributes_facility_city,attributes_facility_state,attributes_facility_zip,attributes_county_id,attributes_facility_county,attributes_municipality_id,attributes_facility_municipality,attributes_reg_expiration_date,attributes_tank_owner_id,attributes_tank_owner_name,attributes_tank_owner_address1,attributes_tank_owner_address2,attributes_tank_owner_city,attributes_tank_owner_state,attributes_tank_owner_zip,attributes_primary_facility_id,attributes_site_id,attributes_tank_information,.source,.downloaded_at
11901,40-98418,PA DOT LUZERNE CNTY MAINT GARAGE 01,55 KEYSTONE INDUSTRIAL PARK RD,,DUNMORE,PA,18512-1516,2447,Luzerne,1607,Hanover Twp,1775260800000,189304,PA DOT MAINT & OPR BUR,400 NORTH ST FL 6,,HARRISBURG,PA,17120-0206,874492,871664,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-98418&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11902,51-13381,AT&T PHILA SCHUYLKILL,500 S 27TH ST,,PHILADELPHIA,PA,19146,2458,Philadelphia,1975,Philadelphia City,1801699200000,192180,AT&T CORP,311 S Akard St,Floor 12,DALLAS,TX,75202,608181,516377,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-13381&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11903,49-09007,QUICK SHOP 5,500 POINT TOWNSHIP DR,,NORTHUMBERLAND,PA,17857-8785,2456,Northumberland,1930,Point Twp,1785801600000,322031,KDA PETRO PROP LP,900 SPRUCE ST,,SUNBURY,PA,17801-3243,607368,585863,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=49-09007&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11904,02-98428,HQ HANGAR,717 COURT ST,,CORAOPOLIS,PA,15108-0030,2409,Allegheny,126,Findlay Twp,1791072000000,303817,DICKS SPORTING GOODS CORP HQ,345 COURT ST,,CORAOPOLIS,PA,15108-3817,874726,871908,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-98428&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11905,15-98430,EXELON,300 EXELON WAY,,KENNETT SQUARE,PA,19348-2473,2422,Chester,726,Kennett Twp,1770163200000,251246,EXELON CORP,10 S DEARBORN ST,,CHICAGO,IL,60603-2300,874765,847261,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-98430&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11906,48-98429,Sheetz 821,1780 East 4th Street,,BETHLEHEM,PA,18015,2455,Northampton,1543,Bethlehem City,1775260800000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,874766,871932,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=48-98429&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11907,46-98432,REDNERS QUICK SHOPPE 04,1200 WELSH RD,,NORTH WALES,PA,19454-3771,2453,Montgomery,1838,Montgomery Twp,1770163200000,5987,REDNERS WHSE MKT INC,3 QUARRY RD,,READING,PA,19605-9787,874786,871966,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-98432&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11908,50-98431,FUEL CITY NEWPORT,315 BRETZ CT,,NEWPORT,PA,17074-8606,2457,Perry,1953,Howe Twp,1780531200000,206291,FUEL CITY TRUCK STOP INC,503 LEEWARD LN,,ENOLA,PA,17025-1348,874783,871958,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=50-98431&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11909,21-98433,MAKING WAVES POOL SVC,20 BEECH ST STE C,,CARLISLE,PA,17013-3190,2428,Cumberland,992,South Middleton Twp,1780531200000,385303,MAKING WAVES POOL SVC,20 BEECH ST #C,,CARLISLE,PA,17013,874870,872054,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-98433&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11910,22-14102,CLEVELAND BROS EQUIP,5300 PAXTON ST,,HARRISBURG,PA,17111-2525,2429,Dauphin,1032,Swatara Twp,1748995200000,128755,CLEVELAND BROS EQUIP CO INC,5300 PAXTON ST,,HARRISBURG,PA,17111-2525,589856,255256,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=22-14102&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11911,40-37234,CALEX EXPRESS,58 PITTSTON AVE,,PITTSTON,PA,18640-3725,2447,Luzerne,1641,Yatesville Boro,1775260800000,167502,CALEX INC,58 PITTSTON AVE,,PITTSTON,PA,18640-3725,600927,581020,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-37234&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11912,02-98434,Sheetz 824,950 Presque Isle Drive,,PITTSBURGH,PA,15239,2409,Allegheny,59,Plum Boro,1791072000000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,874963,872135,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-98434&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11913,09-38161,NEW BRITAIN BUS DEPOT,480 SPRING LAKE DR,,NEW BRITAIN,PA,18901,2416,Bucks,485,New Britain Twp,1801699200000,62940,CTL BUCKS SCH DIST,20 WELDON DR,,DOYLESTOWN,PA,18901-2359,582763,566832,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=09-38161&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11914,46-19622,JDM MATERIALS,100 CARLAND RD,,CONSHOHOCKEN,PA,19428-1012,2453,Montgomery,1842,Plymouth Twp,1770163200000,26788,EUREKA STONE QUARRY INC DBA JDM MATERIALS CO,851 COUNTY LINE RD,,HUNTINGDON VALLEY,PA,19006-1111,604252,552613,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-19622&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11915,46-98435,ARDMORE AVE POOL,122 ARDMORE AVE,,ARDMORE,PA,19003-1315,2453,Montgomery,1801,Lower Merion Twp,1770163200000,60250,LOWER MERION TWP MONTGOMERY CNTY,75 E LANCASTER AVE,,ARDMORE,PA,19003-2300,875001,872180,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-98435&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11916,51-38841,BRANDYWINE REALTY TRUST,2005 MARKET ST SUITE 2300,,PHILADELPHIA,PA,19103,2458,Philadelphia,1975,Philadelphia City,1770163200000,317990,BRANDYWINE REALTY TRUST,2005 MARKET ST STE 100,,PHILADELPHIA,PA,19103-7042,645989,628309,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-38841&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11917,25-55589,EAST LAKE SPEED CHECK,1150 E LAKE RD,,ERIE,PA,16507,2432,Erie,1103,Erie City,1796342400000,355502,SARDAAR SHIBE INC,701 STATE ST,,ERIE,PA,16501-1105,840956,841917,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=25-55589&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11918,19-07469,SUNRISE POOLS,7416 COLUMBIA BLVD,,BERWICK,PA,18603-5759,2426,Columbia,888,Briar Creek Boro,,389797,SUNRISE POOLS & SPAS INC,7416 COLUMBIA BLVD,,BERWICK,PA,18603-5759,588180,571003,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=19-07469&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11919,43-98422,VERIZON GROVE CITY CO,303 S CENTER ST,,GROVE CITY,PA,16127-1201,2450,Mercer,1719,Grove City Boro,1796342400000,87568,VERIZON PENNSYLVANIA LLC,900 RACE ST,,PHILADELPHIA,PA,19107-2407,874590,871762,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=43-98422&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11920,46-38740,WAWA 134,1906 SWAMP PIKE,,GILBERTSVILLE,PA,19525-9342,2453,Montgomery,1839,New Hanover Twp,1770163200000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,640579,620004,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-38740&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11921,23-30266,BOOTHWYN SUNOCO,1830 CHICHESTER AVE,,UPPER CHICHESTER,PA,19061-3901,2430,Delaware,1073,Upper Chichester Twp,1770163200000,263448,1830 CHICHESTER AVE REALTY LLC,439 S. Governor Printz Blvd,,ESSINGTON,PA,19029,591176,573253,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-30266&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11922,51-38842,BRANDYWINE REALTY TRUST,2001 MARKET ST,,PHILADELPHIA,PA,19103,2458,Philadelphia,1975,Philadelphia City,1770163200000,317990,BRANDYWINE REALTY TRUST,2005 MARKET ST STE 100,,PHILADELPHIA,PA,19103-7042,645997,628316,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-38842&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11923,02-06946,COEN MKT 1244,5220 CLAIRTON BLVD,,PITTSBURGH,PA,15236-2711,2409,Allegheny,43,Baldwin Boro,1791072000000,130077,COEN MKT INC,1000 PHILADELPHIA ST,,CANONSBURG,PA,15317-1700,575624,515056,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-06946&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11924,35-50732,DOCS DELI LICIOUS,527 CARBONDALE RD,,SCOTT TOWNSHIP,PA,18411-7705,2442,Lackawanna,1426,Scott Twp,1775260800000,166251,JOHN DAUGHERTY,477 CARBONDALE RD,,CLARKS SUMMIT,PA,18411,595746,246397,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=35-50732&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11925,56-81258,7 ELEVEN 40272,328 INDUSTRIAL PARK RD,,SOMERSET,PA,15501-8355,2463,Somerset,2148,Somerset Twp,1791072000000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,611900,589448,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=56-81258&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11926,36-98441,MELHORN SALES SVC & TRUCKING CO,1010 W MAIN ST,,MOUNT JOY,PA,17552-9554,2443,Lancaster,1439,Mount Joy Boro,1780531200000,186224,MELHORN SALES SVC & TRUCKING CO,1010 W MAIN ST,,MOUNT JOY,PA,17552-9554,875638,680975,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-98441&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11927,39-98444,LUTHER CREST,800 HAUSMAN RD,,ALLENTOWN,PA,18104-9393,2446,Lehigh,1560,South Whitehall Twp,1775260800000,5584,LUTH SR SVC EAST,1 S HOME AVE,,TOPTON,PA,19562-1317,875702,853854,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=39-98444&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11928,45-98446,Wawa Food Market# 8187,2977 Rt. 611,,TANNERSVILLE,PA,18372,2452,Monroe,1792,Pocono Twp,1775260800000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,875782,872827,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=45-98446&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11929,10-91290,RYDER TRUCK RENTAL 0170A,1 ALPS AVE,,MARS,PA,16046,2417,Butler,528,Cranberry Twp,1796342400000,292808,RYDER TRUCK RENTAL INC,3600 NW 82ND AVE,,DORAL,FL,33166-6623,584348,567972,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-91290&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11930,40-98447,Sheetz 820,215 Wyoming Avenue,,WYOMING,PA,18644,2447,Luzerne,1590,Wyoming Boro,1775260800000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,875814,872856,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-98447&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11931,23-32450,7 ELEVEN 40073,296 E BALTIMORE AVE,,MEDIA,PA,19063-3411,2430,Delaware,1066,Media Boro,1770163200000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,591216,518103,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-32450&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11932,21-98445,UNFI CARLISLE,192 KOST RD,,CARLISLE,PA,17015-9775,2428,Cumberland,981,Middlesex Twp,1780531200000,208201,UNITED NATURAL FOODS INC,260 LAKE RD,,DAYVILLE,CT,06241-1548,875778,872821,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-98445&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11934,46-37763,MERCK,1791 WEST POINT PIKE,,WEST POINT,PA,19486,2453,Montgomery,1851,Upper Gwynedd Twp,1801699200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,604824,583951,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-37763&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11935,15-18523,WEST CHESTER SVC BLDG,895 BOLMAR ST,,WEST CHESTER,PA,19380,2422,Chester,756,West Goshen Twp,1801699200000,337938,PECO ENERGY CO,2301 MARKET ST,N3-3,PHILADELPHIA,PA,19103-1338,585994,569256,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-18523&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11936,18-98450,WEIS GAS N' GO 022,414 Bellefonte Ave.,,LOCK HAVEN,PA,17745,2425,Clinton,853,Lock Haven City,1785801600000,84249,WEIS MKT INC,1000 S 2ND ST,,SUNBURY,PA,17801-3318,876039,873059,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=18-98450&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11937,45-98451,CHESTNUTHILL TWP SHARED EMER SVC FAC,140 FIREHOUSE LN,,BRODHEADSVILLE,PA,18322,2452,Monroe,1783,Chestnuthill Twp,1775260800000,189740,CHESTNUTHILL TWP MONROE CNTY,271 ROUTE 715,,BRODHEADSVILLE,PA,18322,876045,873062,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=45-98451&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11938,06-98452,Royal Farms #402,1340 Ben Franklin Highway W.,,DOUGLASSVILLE,PA,19518,2413,Berks,318,Amity Twp,1780531200000,249387,TWO FARMS INC,3611 ROLAND AVE,,BALTIMORE,MD,21211-2408,876193,873189,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-98452&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11939,63-98453,Sheetz 828 Houston,11 East Pike Street,,HOUSTON,PA,15342,2470,Washington,2355,Houston Boro,1791072000000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,876194,873190,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=63-98453&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11940,11-10510,SMITH COAL & OIL CRM,255 BEULAH RD,,EBENSBURG,PA,15931,2418,Cambria,587,Cambria Twp,1791072000000,354537,EBS ENTERPRISES LLC,1030 SHAWNA RD,,NORTHERN CAMBRIA,PA,15714-8700,584450,462624,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-10510&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11941,22-09242,7 ELEVEN 40283,300 INDUSTRIAL LN,,MIDDLETOWN,PA,17057,2429,Dauphin,1022,Lower Swatara Twp,1780531200000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,589778,572193,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=22-09242&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11942,56-10504,BAKERSVILLE QUARRY,ROUTE 31 W,,SOMERSET,PA,15501,2463,Somerset,2129,Jefferson Twp,1791072000000,62856,NEW ENTERPRISE STONE & LIME CO INC,3912 BRUMBAUGH RD,,NEW ENTERPRISE,PA,16664-9137,611642,589234,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=56-10504&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11943,10-98454,YOGI BEARS JELLYSTONE PARK KOZY REST,449 CAMP GROUND RD,,HARRISVILLE,PA,16038-2605,2417,Butler,543,Marion Twp,1764806400000,257713,PVS MINIBULK INC,10900 HARPER AVE,,DETROIT,MI,48213-3364,876257,241529,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-98454&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11944,63-81347,ALLENPORT MARINA,1933 MAIN STREET,,ALLENPORT,PA,15412,2470,Washington,2330,Allenport Boro,1791072000000,368034,ALLENPORT MARINA,PO BOX 15,,ALLENPORT,PA,15412-0015,613699,590860,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=63-81347&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11945,15-09240,7 ELEVEN 40286,PA TPKE MILEPOST 304.8 WESTBOUND,,ELVERSON,PA,19520,2422,Chester,750,Wallace Twp,1770163200000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,585848,254845,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-09240&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11946,02-98104,BJS WHOLESALE CLUB RETAIL GAS STA,6300 NORTHWAY DR,,PITTSBURGH,PA,15237-3042,2409,Allegheny,40,Ross Twp,1791072000000,185839,BJS WHOLESALE CLUB INC,350 CAMPUS DR,,MARLBOROUGH,MA,01752-3082,856161,855602,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-98104&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11947,36-24531,SHULTZ TRANSP,8 BEAVER VALLEY PIKE,,WILLOW STREET,PA,17584-9524,2443,Lancaster,1489,West Lampeter Twp,1780531200000,187416,SHULTZ TRANSP CO,8 BEAVER VALLEY PIKE,,WILLOW STREET,PA,17584-9524,596660,577556,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-24531&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11948,46-98456,CLEVELAND CLIFFS CONSHOHOCKEN,900 CONSHOHOCKEN RD,,CONSHOHOCKEN,PA,19428-1038,2453,Montgomery,1842,Plymouth Twp,1770163200000,257713,PVS MINIBULK INC,10900 HARPER AVE,,DETROIT,MI,48213-3364,876394,240175,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-98456&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11949,10-98458,DHS WESTERN SECURE TREATMENT UNIT,12 DAKOTA DR,,EMLENTON,PA,16373-2534,2417,Butler,512,Allegheny Twp,1796342400000,386694,GEN REAL ESTATE GROUP 2 LLC,120 ORQUIDEA AVE,,CORAL GABLES,FL,33143-6558,876499,873423,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-98458&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11950,07-98459,Weis Gas N' Go #064,601 Pleasant Valley Rd.,,ALTOONA,PA,16602,2414,Blair,378,Altoona City,1780531200000,84249,WEIS MKT INC,1000 S 2ND ST,,SUNBURY,PA,17801-3318,876587,873504,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=07-98459&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11951,11-98461,Johnstown Air Traffic Control Tower,471 Airport Road,,JOHNSTOWN,PA,15902-7250,2418,Cambria,614,Richland Twp,1791072000000,166334,99TH REG SUPPORT COMMAND,5231 South Scott Plaza,FRNE-PWE,JB MDL,NJ,08640,876616,873524,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-98461&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11952,15-98460,ACAC FITNESS & WELLNESS CENTER,1130 MCDERMOTT DR,,WEST CHESTER,PA,19380-4022,2422,Chester,756,West Goshen Twp,1770163200000,386787,ATLANTIC COAST ATHLETIC CLUBS LP,1130 MCDERMOTT DR,,WEST CHESTER,PA,19380-4022,876596,873514,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-98460&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11953,67-24106,7 ELEVEN 40159,260 N SHERMAN ST,,YORK,PA,17403-1354,2474,York,2501,York City,1780531200000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,615992,592683,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-24106&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11954,09-28856,WARMINSTER WPS 10,BRISTOL RD,,WARMINSTER,PA,18974,2416,Bucks,460,Warminster Twp,1801699200000,64798,WARMINSTER MUNI AUTH BUCKS CNTY,415 GIBSON AVE,,WARMINSTER,PA,18974-4163,582524,566673,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=09-28856&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11955,04-98463,TAYLIR CAY MARINA,1440 RIVERSIDE DR,,BEAVER,PA,15009-3141,2411,Beaver,227,Bridgewater Boro,1791072000000,386859,MOORING PROPERTIES LLC,3190 JEFFERSON AVE,,WASHINGTON,PA,15301-8737,876705,873593,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=04-98463&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11956,17-98464,CURWENSVILLE MUNI AUTH,100 STADIUM DR,,CURWENSVILLE,PA,16833-1313,2424,Clearfield,804,Curwensville Boro,1785801600000,248949,CHEMSTREAM INC,511 RAILROAD AVE,,HOMER CITY,PA,15748-1422,876753,812188,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-98464&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11957,02-12825,PERRYSVILLE CTL OFC,1104 PERRY HWY,,PITTSBURGH,PA,15237-2113,2409,Allegheny,40,Ross Twp,1791072000000,87568,VERIZON PENNSYLVANIA LLC,900 RACE ST,,PHILADELPHIA,PA,19107-2407,575816,561565,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-12825&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11958,02-24847,AGH SUBURBAN,100 S JACKSON AVE,,PITTSBURGH,PA,15202-3428,2409,Allegheny,44,Bellevue Boro,1791072000000,51912,WEST PENN ALLEGHENY HEALTH SYS INC,4800 FRIENDSHIP AVE,,PITTSBURGH,PA,15224-1722,576211,238930,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-24847&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11959,65-24170,7 ELEVEN 40154,6507 US ROUTE 30,ROUTE 30 & LEWIS AVE,JEANNETTE,PA,15644,2472,Westmoreland,2414,Hempfield Twp,1791072000000,142881,7 ELEVEN INC,PO BOX 711,,DALLAS,TX,75221-0711,614564,515959,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-24170&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
